Xtf_id,Name,Zip,Place,Operator,Contact,OperatorAddress,Phone,Web,Mail,BeginningOfOperation,Power,Energy,HouseConnections,NetLength,EnergySource1,EnergySource2,PositionAccuracy,x,y
tn428,Wärmeverbund Urtenen-Schönbühl,3322,Urtenen-Schönbühl,Hans Hänni-Baumann,Hans Hänni-Baumann,Oberdorfstrasse 33,0333347878,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2010,0.165,,,0.48,5,,103,2604461.5,1208581.8999999985
tn429,Wärmeverbund Liechti Utzenstorf,3427,Utzenstorf,Urs und Annemarie Liechti,Urs und Annemarie Liechti,Styglistrasse 30,0333347878,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2010,0.1,,,0.15,5,,103,2608818.5,1218714.1999999993
tn430,Wärmeverbund Röthlisberger Utzensdorf,3427,Utzenstorf,André Röthlisberger,André Röthlisberger,Niesenstrasse 4,0333347878,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2010,0.1,,,0.37,5,,103,2608442.8999999985,1218992.3999999985
tn431,Wärmeverbund Gfeller Utzigen,3068,Utzigen,Hans und Urs Gfeller,Hans und Urs Gfeller,Schönlehn,0333347878,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2010,0.1,,,0.2,5,,103,2609632.3000000007,1201063.3000000007
tn434,Wärmeverbund Vinelz,3234,Vinelz,Gemeinde Vinelz,Gemeinde Vinelz,Dorfstrasse 42,0323381666,https://vinelz.ch/online-schalter/waermeverbund.html,info@vinelz.ch,2016,0.8,,,,5,,102,2575134.8999999985,1209074.8000000007
tn435,Wärmeverbund Walperswil,3272,Walperswil,Burgergemeinde Walperswil,Burgergemeinde Walperswil,Waldweg 4,0322964541,https://www.holzenergie.ch,burger.walperswil@bluewin.ch,2011,0.23,,,,5,,103,2583855.8999999985,1212182.3999999985
tn436,Wärmeverbund Wangen an der Aare,3380,Wangen an der Aare,,,,,http://e-energieplan.ch/referenzanlagen.php,,2015,6.5,,,,5,7,103,2616234.5,1230644
tn895,Wärmeverbund Cham Röhrliberg,6330,Cham,"WWZ Energie AG, Zug","WWZ Energie AG, Zug",Chollerstrasse 24,0417484545,https://www.wwz.ch,info@wwz.ch,,2,,,,2,,103,2676824.500003835,1226540.9997033975
tn416,FW Oberstufenschulhaus Sumiswald,3454,Sumiswald,Gemeinde Sumiswald,Gemeinde Sumiswald,Lütoldstrasse 3,0344323344,,,2003,4,8000,130,8,5,,103,2623030.3999999985,1208584.5
tn439,"Wärmeverbund Blaufuhren, Wasen",3457,Wasen im Emmental,Wärmeverbund Blaufuhren AG,Wärmeverbund Blaufuhren AG,Kleineggstrasse 21,0344371131,https://regiosuisse.ch/projects/ext/355/waermeverbund-blaufuhren,info@regiosuisse.ch,2018,0.2,400,,,5,,103,2626540.6000000015,1210223.1999999993
tn440,Wärmeverbund Bähler Wattenwil,3665,Wattenwil,Bähler Holz AG,Bähler Holz AG,Breitmoos 3,0333347878,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2009,2.15,,,3.62,5,,103,2605394.8999999985,1179254.5
tn441,Wärmeverbund Burgergemeinde Wattenwil,3665,Wattenwil,Gemeinde Wattenwil,Bürgergemeinde Wattenwil 20,Fröschgasse 20,0333347878,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2012,1.1,,,3.55,5,,102,2604991.1999999993,1179578.6999999993
tn442,Wärmeversorgung Wiedlisbach,4537,Wiedlisbach,Burgergemeinde Wiedlisbach,Adrian Kränzig,Stolzrütiweg 4,0619759967,https://www.gunep.ch/referenzen,info@gunep.ch,2018,0.7,800,4,0.28,5,,103,2615409.5,1233385.5
tn444,Fernwärmeverbund Wimmis,3752,Wimmis,Gemeinde Wimmis,Gemeinde Wimmis,Bahnhofstrasse 7,0336578111,https://www.wimmis.ch/xml_1/internet/de/application/d193/d490/f491.cfm,info@wimmis.ch,2016,3.3,,,,5,,101,2615377.3999999985,1169528.8999999985
tn446,Wärmeverbund Schulhaus Worben,3252,Worben,Gemeinde Worben,Schulhaus Worben,Oberer Zelgweg 4,,http://jenni.ch/worben.html,,2017,0.27,,,,6,,103,2589077.1999999993,1216573.6000000015
tn447,Nahwärmeverbund Worblaufen,3048,Worblaufen,"U. + F. Häuselmann AG, Bern",AREC,Hubelgutstrasse 8,0319211515,https://www.haeuselmannag.ch,haeuselmannag@bluewin.ch,1998,1,2600,6,0.5,5,,103,2601342.5,1203404.1000000015
tn448,Wärmeverbund Kirche,3086,Zimmerwald,Gemeinde Zimmerwald,Reformierte Kirche,Kirchstrasse 51,0318120080,https://www.ref.ch/zimmerwald,zimmerwald@be.ref.ch,2002,0.2,,5,0.69999999,5,,103,2602390.3000000007,1191703.6000000015
tn1137,Wärmeverbund Rankwog,4632,Trimbach,EBL,"Mühlemattstrasse 6, 4410 Liestal",,0800325000,https://www.ebl.ch/de/unternehmen/standorte.html,info@ebl.ch,,1.188,2049,,,5,,103,2635958.5651901555,1246698.5417292833
tn82,Wärmeverbund Oberentfelden,5036,Oberentfelden,,,,,https://www.holzenergie.ch,info@holzenergie.ch,2006,0.95,,,,5,,102,2645547.6999999993,1244939.5
tn84,Wärmeverbund Oeschgen Mitteldorf,5072,Oeschgen,"AEW Energie AG, Aarau",AEW Energie AG,Obere Vorstadt 40<br />5001 Aarau,0628342111,https://www.aew.ch,info@aew.ch,2001,0.9,,,,5,1,101,2643566.1000000015,1263316.3000000007
tn451,Wärmeverbund Alterswil,1715,Alterswil,Joseph Fasel,Josef Fasel,Haupstrasse 104,0333347878,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2014,1.1,,,1.75,5,1,103,2586631.8999999985,1182800.1000000015
tn456,Jardins de la Pâla,1630,Bulle,EKZ Contracting SA,EKZ Contracting SA,Rue de Vevey 240,0583597900,https://www.energieschweiz.ch/page/de-ch/thermische-netze,patrick.sudan@ekz.ch,2012,2,3100,,0.85,11,,103,2569305.1999999993,1162722.8000000007
tn453,CAD Belfaux,1782,Belfaux,Groupe E,GROUPE E BELCAD,Rte de l'Eglise 3A,0263525317,https://www.groupe-e.ch/fr/energie/chaleur/professionnels/chauffage-a-distance,vente@groupe-e.ch,2011,2.5,3200,48,2.7,5,2,103,2574687.899998709,1185890.6996949888
tn455,CAD Bulle,1630,Bulle,Gruyère Energie SA,Gruyère Energie SA,Rue de l'Etang 20,0269192323,https://www.gruyere-energie.ch,office@gruyere-energie.ch,2004,65,110000,900,70,5,1,103,2571088.1999985087,1162757.1996902244
tn464,Holzheizwerk Düdingen,3186,Düdingen,Groupe E,Groupe E,Rte de Morat 135<br />1763 Granges-Paccot,0263525252,https://www.bafu.admin.ch/bafu/de/home/themen/klima/fachinformationen/klimapolitik/kompensation-von-co2-emissionen/liste-registrierte-kompensationsprojekte/3-2-waermeerzeugung-durch-verbrennung-von-biomasse-mit-und-ohne-.html,,2013,16.8,,,,5,,103,2580785.3000000007,1189048.6000000015
tn465,Microverbund Roggo Düdingen,3186,Düdingen,Roggo Bauunternehmung AG,Roggo Bauunternehmung AG,Velgaweg 15,0264929898,https://www.gunep.ch/referenzen,info@gunep.ch,2006,0.06,,,,5,,103,2580909.5,1188520.8000000007
tn85,Wärmeverbund KVA Oftringen,4665,Oftringen,Primeo Energie Region Olten,Primeo Energie Region Olten,Weidenstrasse 27,0614154202,https://www.primeo-energie.ch/de/umfassendes-und-vielfaeltiges-know-how-0-gk-olten,waermebetrieb@waermeprojekte@primeo-energie.ch.ch,2005,10,,,,16,,103,2636644.5000018165,1239245.7997061326
tn458,CAD Châtel-St-Denis,1618,Châtel-St-Denis,EBL,,"Mühlemattstrasse 6, 4410 Liestal",0800325000,https://www.ebl.ch/de/unternehmen/standorte.html,info@ebl.ch,,4.5,7503,,,5,2,103,2558562.3999999985,1154001.3999999985
tn443,Wärmeversorgung AVARI AG,3812,Wilderswil,EBL,AVARI AG,Fernheizwerk Jungfrauregion,0338225386,,,2008,22.3,38133,,5.80000019,5,4,103,2633208.8,1168488.3
tn1149,Wärmeverbund Ziefen Gemeinde,4417,Ziefen,Einwohnergemeinde Ziefen,,Hauptstrasse 107,0619359595,,sekretariat@ziefen.ch,,,,25,,5,,102,2620219.6436450067,1253364.6237857987
tn438,FW Fritzenhaus,3457,Wasen im Emmental,Fritzenhaus,Fritzenhaus,,0344371712,https://www.kaeserei-fritzenhaus.ch,,1997,0.19,,,,5,,103,2630311.1000000015,1210958.8
tn1169,Wärmeverbund Rüthi,9464,Rüthi,Wärmeverbund Rüthi AG,Bernhard Schneider,Staatsstrasse 129,+41793149653,https://www.ortsgemeinde.ch,bernhard.schneider@ortsgemeinde.ch,2013,0.59,1234,17,,5,2,103,2758868.5326113123,1240434.0859999997
tn1181,CAD Prèles,2515,Prèles,,,,,,,,,,,,5,,101,2576375.131436278,1215913.1023935874
tn445,Wärmeverbund Kappelenring,3033,Wohlen bei Bern,Energie 360° AG,Energie 360° AG,Aargauerstrasse 182 8010 Zürich,0433172525,https://www.energie360.ch/de/energie-360/referenzen/waermeverbund-kappelenring/,energiedienstleistungen@energie360.ch,2019,5.9,12400,110,,10,1,103,2595200.3999999985,1201154.5
tn83,Wärmeverbund Oberkulm,5727,Oberkulm,"AEW Energie AG, Aarau",AEW Energie AG,Obere Vorstadt 40<br />5001 Aarau,0628342111,https://www.aew.ch/privatkunden/waerme/aew-anlagen/referenzanlagen.html,info@aew.ch,2009,1.2,2500,,,5,,101,2651553,1239059.8999999985
tn86,Armeelogistikcenter Othmarsingen,5504,Othmarsingen,Armeelogistikcenter Othmarsingen,Armeelogistikcenter Othmarsingen,Lenzburgerstrasse 86,0584812111,https://www.swl.ch,alc-othmarsingen.lba@vtg.admin.ch,2011,0.85,,,,5,,103,2657792.8999999985,1250051.8999999985
tn470,CAD Fribourg Perolles,1700,Fribourg,Groupe E,Groupe E Celcius SA,Bd de Pérolles 18a,0263525317,https://www.groupe-e.ch/fr/nos-references-et-nos-clients?company=5&domain=155&categorie_de_produit=1,vente@groupe-e.ch,2017,0.41,,,,2,,103,2578164.6000000015,1183283.6999999993
tn477,CAD Grolley,1772,Grolley,Groupe E,GROUPE E CAD GROLLEY,Rte de L'industrie - Ouest 9,0263525317,https://www.groupe-e.ch/fr/nos-references-et-nos-clients?company=5&domain=155&categorie_de_produit=1,vente@groupe-e.ch,2013,2.7,3500,21,2.1,5,1,103,2570876.1000000015,1186910.1000000015
tn478,Wärmeverbund Guschelmuth,1792,Guschelmuth,Hans Egger,Hans Egger,Grossguschelmuth 29,0333347878,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2013,0.15,,,0.97,5,,103,2576788.1999999993,1192131.3999999985
tn479,Wärmeverbund Jeuss,1793,Jeuss,Reto Minder,Reto Minder,Dorstrasse 32,0333347878,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2012,0.42,,,1.49,5,,103,2578961.3999999985,1194776.5
tn460,CAD Courtepin,1784,Courtepin,Groupe E,GROUPE E COURTECAD,Ch. de la Bibera,0263525317,https://www.groupe-e.ch/fr/energie/chaleur/professionnels/chauffage-a-distance,vente@groupe-e.ch,2012,1.55,2200,6,0.5,5,2,103,2575996.7999987793,1191115.8996960751
tn461,CAD Cousset,1774,Cousset,Groupe E,Groupe E Celcius SA,Rte de Corcelles,0263525317,https://www.groupe-e.ch/fr/energie/chaleur/professionnels/chauffage-a-distance,vente@groupe-e.ch,2015,1.9,2000,36,2.3,5,2,103,2564433.299998186,1185919.9996949895
tn462,CAD Domdidier,1564,Domdidier,Groupe E,GROUPE E CADOM,Rte du Jordil 60,0263525317,https://www.groupe-e.ch/fr/energie/chaleur/professionnels/chauffage-a-distance,vente@groupe-e.ch,2007,2.8,4700,39,2.8,5,2,103,2568239.9999983846,1190966.199696036
tn463,FW Düdingen,3186,Düdingen,Groupe E,GROUPE E FW DUEDINGEN,Industriestrasse,0263525317,https://www.groupe-e.ch/fr/energie/chaleur/professionnels/chauffage-a-distance,vente@groupe-e.ch,2016,5.36,20000,150,5.7,5,2,102,2581105.0999990385,1189259.3996956977
tn467,CAD Estavayer-Le-Lac,1470,Estavayer-le-Lac,Groupe E,GROUPE E ESTACAD,Rte de la Chapelle 28,0263525317,https://www.groupe-e.ch/fr/energie/chaleur/professionnels/chauffage-a-distance,vente@groupe-e.ch,2010,3.9,7000,47,3,5,2,103,2555309.799997724,1188653.8996955485
tn468,FARCAD,1726,Farvagny,Groupe E,GROUPE E FARCAD,Ch. des Cleyettes 41,0263525317,https://www.groupe-e.ch/fr/energie/chaleur/professionnels/chauffage-a-distance,vente@groupe-e.ch,2000,2.45,,12,1.5,5,1,103,2571072.8999985163,1174634.7996926664
tn469,CCFONT,1473,Font,Groupe E,GROUPE E CCFONT,,0263525317,https://www.groupe-e.ch/fr/energie/chaleur/professionnels/chauffage-a-distance,vente@groupe-e.ch,2005,0.5,,,,7,,101,2552656.4999975874,1187334.099695272
tn466,CAD Corbières Estavayer-Le-Lac,1470,Estavayer-le-Lac,Groupe E,GROUPE E CORCAD,La Corbière 6,0263525317,https://www.groupe-e.ch/fr/energie/chaleur/professionnels/chauffage-a-distance,vente@groupe-e.ch,2006,0.24,500,4,0.127,6,,103,2556234.499997773,1190209.6996958666
tn473,REXCAD,1700,Fribourg,Groupe E,GROUPE E REXCAD,Bd de Pérolles 18a,0263525317,https://www.groupe-e.ch/fr/energie/chaleur/professionnels/chauffage-a-distance,vente@groupe-e.ch,2002,2.3,2200,8,,2,,103,2578161.399998885,1183286.4996944559
tn471,GOLDCAD,1700,Fribourg,Groupe E,GROUPE E GOLDCAD,Grand -Places 14,0263525317,https://www.groupe-e.ch/fr/energie/chaleur/professionnels/chauffage-a-distance,vente@groupe-e.ch,2001,3.6,8000,6,,2,,103,2578240.9999988894,1183492.1996944994
tn472,JURACAD,1700,Fribourg,Groupe E,GROUPE E JURACAD,Av Général-Guisan 59,0263525317,https://www.groupe-e.ch/fr/energie/chaleur/professionnels/chauffage-a-distance,vente@groupe-e.ch,2015,4,8000,20,2,3,2,103,2577810.999998868,1184616.4996947285
tn476,CAD Granges-Paccot,1763,Granges-paccot,Groupe E,GROUPE E AGYCAD,Rte du Lac 12,0263525317,https://www.groupe-e.ch/fr/energie/chaleur/professionnels/chauffage-a-distance,vente@groupe-e.ch,2014,4.362,9000,26,2.04,2,3,103,2578188.399998888,1185963.399695009
tn474,CAD Givisiez,1762,Givisiez,Groupe E,Groupe E Celcius SA,Allée le Corbusier 8,0263525317,https://www.groupe-e.ch/fr/energie/chaleur/professionnels/chauffage-a-distance,vente@groupe-e.ch,2002,0.575,,3,0.08,2,,103,2576681.799998811,1185525.799694918
tn475,CAD Granges-près-Marnand,1523,Grange-près-Marnand,Groupe E,Groupe E Celcius SA,Route du Canard,0263525317,https://www.groupe-e.ch/fr/energie/chaleur/professionnels/chauffage-a-distance,vente@groupe-e.ch,2017,2.45,,,2.2,5,2,103,2558355.8999978686,1178740.5996935032
tn1499,Wärmeverbund Luterbach,4542,Luterbach,BKW AEK Contracting AG,,"Westbahnhofstrasse 3, 4502 Solothurn",0584775656,https://www.bac.ch/de/waermeverbunde/luterbach,info@bac.ch,2008,5,9.4,,6.9,16,,102,2611056.5895852232,1229370.1617085931
tn375,RU-Calor SA,2732,Reconvilier,RU Calor SA Reconvilier,RU-Calor SA,,0324815215,,ru-calorsa@bluewin.ch,2009,2.15,8000,65,4.4,5,1,103,2583556.8999999985,1231408.3999999985
tn484,CAD Noréaz,1757,Noréaz,Groupe E,Groupe E Celcius SA,Route de Seedorf,0263525317,https://www.groupe-e.ch/fr/nos-references-et-nos-clients?company=5&domain=155&categorie_de_produit=1,vente@groupe-e.ch,2014,2.54,2000,3,3,8,5,103,2570356.1999999993,1182985.1999999993
tn485,Obere Matte,1716,Plaffeien,Holzenergie OBL AG,Gemeinde Plaffeien,Dorfstrasse 25,0264199010,https://www.plaffeien.ch,gemeinde@plaffeien.ch,1995,1.5,,63,5.4,5,,103,2588531.6000000015,1176575.6999999993
tn88,Rheinfelden Rüchi (Kohlplatz / Dianapark / Ost / Theodorshof),4310,Rheinfelden,"AEW Energie AG, Aarau",AEW Energie AG,Obere Vorstadt 40<br />5001 Aarau,0628342111,https://www.aew.ch/privatkunden/waerme/aew-anlagen/referenzanlagen.html,info@aew.ch,2019,15.5,30000,,,5,1,103,2627687.5,1267094.8000000007
tn756,Wärmeversorgung Gebrüder Werz,9246,Niederbüren,Werz AG,Werz AG,Tobelstrasse 34,0714221839,https://www.werz-holz.ch,info@werz-holz.ch,,,,,,5,,103,2733284.1000000015,1258436.6999999993
tn583,Stirnrüti,6048,Horw,,Gemeinde Horw,Gemeindehausplatz 1,0413491111,,info@horw.ch,1995,0.25,,,,2,,103,2666451.7,1208733.5
tn89,Wärmeverbund Rheinfelden Augarten Weiherfeld,4310,Rheinfelden,"AEW Energie AG, Aarau",AEW Energie AG,Obere Vorstadt 40<br />5001 Aarau,0628342111,https://www.aew.ch/privatkunden/waerme/aew-anlagen/referenzanlagen.html,info@aew.ch,1995,11.2,22000,,,15,2,103,2625019.6999999993,1266687
tn90,Wärmeverbund Rheinfelden Mitte,4310,Rheinfelden,"AEW Energie AG, Aarau",AEW Energie AG,Obere Vorstadt 40<br />5001 Aarau,0628342111,https://www.aew.ch/privatkunden/waerme/aew-anlagen/referenzanlagen.html,info@aew.ch,2014,5.62,9700,,,14,5,103,2625976.3000000007,1266274.1999999993
tn1164,Wärmeverbund Aetingen AG,4587,Aetingen,,Hans Jakob Andres,Hauptstrasse 56,0326611094,,schreinerei.andres@bluewin.ch,2016,0.45,900,,1.1,5,,103,2604862.1961071,1219937.0642142016
tn92,Werkhof Rheinfelden,4310,Rheinfelden,Werkhof der Stadt Rheinfelden,Werkhof der Stadt Rheinfelden,Riburgerstrasse 1,0618369240,https://www.rheinfelden.ch/de/stadtverwaltung/verwaltung/abfall/abfallorte/welcome.php?action=show&object_id=922,werkhof@rheinfelden.ch,2000,0.31,390,2,0.5,5,,103,2627633.6000000015,1267029.5
tn93,Fernwärmeversorgung Riniken,5223,Riniken,Gemeinde Riniken,Gemeindekanzlei Riniken,Fernwärmeversorgung,0564411416,https://www.riniken.ch,gemeindeverwaltung@riniken.ch,,,,,,17,,103,2659383.6000000015,1267076.8999999985
tn381,Wärmeverbund Roggwil,4914,Roggwil,EBL,,"Mühlemattstrasse 6, 4410 Liestal",0800325000,https://www.ebl.ch/de/unternehmen/standorte.html,info@ebl.ch,2012,2.5,4794,60,2.15,5,1,103,2629680.1000000015,1232072.5
tn94,Wärmeverbund Rohrbach,4938,Rohrbach,Lanz Anliker AG,Lanz Anliker AG,Allmendstrasse 12,0619759967,https://www.gunep.ch/referenzen,info@gunep.ch,2015,1.75,1950,7,1.05,5,1,103,2628915.6000000015,1220240
tn95,Wärmeverbund Rothirst Erlenweg,4852,Rothirst,"AEW Energie AG, Aarau",AEW Energie AG,Obere Vorstadt 40<br />5001 Aarau,0628342111,https://www.aew.ch/privatkunden/waerme/aew-anlagen/referenzanlagen.html,info@aew.ch,,0.07,,,,6,,102,2632757,1238863.6999999993
tn96,Nahwärmeverbund Rothrist,4852,Rothrist,Walter Gloor,Walter Gloor,,0627853641,https://www.holzenergie.ch/uploads/tx_ttproducts/datasheet/202_BewaehrteFirmen_05.pdf,info@holzenergie.ch,,0.8,,,,5,,101,2633978,1239523.6000000015
tn1424,Rue du Collège,2605,Sonceboz,Commune de Sonceboz,,Rue du Collège 31,0324883302,https://www.sonceboz.ch/chauffage-a-distance/,secretariat@sonceboz.ch,,,,,,5,,103,2579780.8641155236,1227467.3577857981
tn98,Wärmeverbund Rupperswil,5102,Rupperswil,Gemeinde Rupperswil,Gemeindekanzlei,Poststrasse 4,0628892300,https://www.klik.ch/fr/Activites/Plateforme-Batiments.159.html?fsid=86&view=sq,gemeindekanzlei@rupperswil.ch,,0.4,,,,5,2,102,2652063.3000000007,1250271.3999999985
tn99,Wärmeverbund Gemeinde Safenwil,5745,Safenwil,Gemeinde Safenwil,Gemeindekanzlei,Bahnhofstrasse 11,0627893310,https://www.safenwil.ch/de/politik/kommissionen/welcome.php?amt_id=9792,david.buerge@safenwil.ch,2008,2,,24,2.9,5,,102,2641187.6000000015,1241217.1999999993
tn100,Strassenverkehrsamt Schafisheim,5503,Schafisheim,Strassenverkehrsamt des Kantons Aargau,Strassenverkehrsamt des Kantons Aargau,Länzert 2,0628862323,https://www.holzenergie.ch,info@holzenergie.ch,2012,0.55,,,,5,,103,2652990.3999999985,1249236.1000000015
tn487,Wärmeverbund Rechthalten,1718,Rechthalten,Gallus Bächler,Gallus Bächler,Unterdorf 71,0333347878,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2013,0.55,,,2.17,5,,102,2584918.3000000007,1179509.8999999985
tn486,CAD Près-Vers-Noréaz,1746,Prez-vers-Noréaz,Groupe E,GROUPE E PREZCAD,Rte de Fribourg 19,0263525317,https://www.groupe-e.ch/fr/energie/chaleur/professionnels/chauffage-a-distance,vente@groupe-e.ch,2002,0.45,800,11,0.65,5,1,103,2567616.299998345,1181726.3996941326
tn481,CAD Le Pâquier-Montbarry,1661,Le Pâquier,Groupe E,GROUPE E PAQCAD,Rte de Gruyères 7,0263525317,https://www.groupe-e.ch/fr/energie/chaleur/professionnels/chauffage-a-distance,vente@groupe-e.ch,2010,2.3,2500,18,2.5,5,1,103,2570893.999998497,1160765.7996898089
tn482,CAD Lully,1470,Lully,Groupe E,Groupe E Celcius SA,Restoroute Rose de la Broye A1/E25,0263525317,https://www.groupe-e.ch/fr/energie/chaleur/professionnels/chauffage-a-distance,vente@groupe-e.ch,2001,0.3,,,,5,,103,2555746.799997744,1186886.9996951767
tn489,CAD Rossens,1728,Rossens FR,Commune de Rossens,Administration communale,Route du Jordil 10,0264119696,https://www.rossens.ch,commune@rossens.ch,1997,0.23999999,690,4,0.2,5,,101,2574428.5,1174431.5
tn490,Wärmeverbund Schmitten,3185,Schmitten,Gemeinde Schmitten FR,Primarschulhaus Schmitten,Gwattstrasse 10,0264979250,https://www.schuleschmitten.ch,schulsekretariat.schmitten@bluewin.ch,2017,0.9,,,,5,,103,2585695.1999999993,1189397.8999999985
tn491,Wärmeverbund St. Silvester,1736,St. Silvester,Jean-Claude Zbinden,Jean-Claude Zbinden,Muschels 11a,0333347878,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2015,0.06,,,0.23,5,,103,2582694.5,1177277.3000000007
tn492,SUGICAD,1786,Sugiez,Groupe E,Groupe E Celcius SA,Bd de Pérolles 18a<br />1700 Fribourg,0263525317,https://www.energest.ch/fr/cad-chauffage-a-distance/,vente@groupe-e.ch,2018,,,,,7,,101,2575186,1201276
tn494,Wärmeverbund Ueberstorf,3182,Ueberstorf,Holzenergie Ueberstorf AG,Holzenergie Ueberstorf AG,Dorfstrasse 65,0333347878,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2014,0.55,,,,5,,103,2590653.3999999985,1190748.8999999985
tn1198,Grundwasseranlage Täfernweg,5405,Dättwil,,,,,,,2015,1.6,3340,3,,11,,103,2664380.511737659,1255857.7441215473
tn498,CAD Cartigny,1236,Cartigny,CABC Chauffage a Bois Carigny SA,Commune de Cartigny,Ch. De la Bergerie 18,0227561277,https://www.putallaz-ing.ch/reference/centrale-de-chauffage-bois-cartigny/,info@cartigny.ch,2009,2.65,,100,,5,,103,2490613.6000000015,1114749.8999999985
tn97,Fernwärmeversorgung Rüfenach,5235,Rüfenach AG,REFUNA AG,REFUNA AG,"Beznau, 5312 Döttingen",0562688010,https://www.refuna.ch/,info@refuna.ch,1985,1.65999997,2800,88,4.33599997,17,,103,2659409.3000029,1267061.19971198
tn496,CAD Vuadens,1628,Vuadens,Groupe E Celsius,Commune de Vuadens,Place de la Gare 20,0269132040,https://www.vuadens.ch,commune@vuadens.ch,1996,0.44999999,430,3,0.2,5,,103,2567959.0999950436,1162921.7990707515
tn499,Chancy,1284,Chancy,Services Industriels de Genève,SIG,Ch. du Château-Bloch 2<br />1219 Le Lignon,0844800808,https://ww2.sig-ge.ch/sites/default/files/inline-files/pdf_energie_thermique.pdf,,2006,1.05,2100,,,5,1,103,2486577.3999999985,1111958.1999999993
tn500,Eynard-Fatio,1224,Chêne-Bougeries,Services Industriels de Genève,SIG,Ch. du Château-Bloch 2<br />1219 Le Lignon,0844800808,https://ww2.sig-ge.ch/sites/default/files/inline-files/pdf_energie_thermique.pdf,,2013,1.65,3300,,,12,2,103,2503101.1000000015,1117852
tn501,La Gradelle,1224,Chêne-Bougeries,Services Industriels de Genève,SIG,Ch. du Château-Bloch 2<br />1219 Le Lignon,0844800808,https://ww2.sig-ge.ch/sites/default/files/inline-files/pdf_energie_thermique.pdf,,2014,6.5,13000,,,12,2,103,2503260.5,1117602.1999999993
tn502,Laurana,1225,Chêne-Bourg,Services Industriels de Genève,SIG,Ch. du Château-Bloch 2<br />1219 Le Lignon,0844800808,https://ww2.sig-ge.ch/sites/default/files/inline-files/pdf_energie_thermique.pdf,,2009,5,10000,,,12,2,103,2504529.8999999985,1116790.3999999985
tn503,Budé,1211,Genève,Services Industriels de Genève,SIG,Ch. du Château-Bloch 2<br />1219 Le Lignon,0844800808,https://ww2.sig-ge.ch/sites/default/files/inline-files/pdf_energie_thermique.pdf,,2000,7,14000,6,,2,,103,2499088.6999999993,1120134
tn504,CAD SIG,1211,Genève,Services Industriels de Genève,SIG,Ch. du Château-Bloch 2<br />1219 Le Lignon,0844800808,https://ww2.sig-ge.ch/sites/default/files/inline-files/pdf_energie_thermique.pdf,,1964,125,250000,,,16,2,103,2491424.3999999985,1116936.1999999993
tn898,Wohnüberbauung Sinserstrasse,6330,Cham,Hammer Retex AG,Hammer Retex AG,Sinserstrasse 67,0417851851,https://www.hammerretex.ch,info@hammerretex.ch,2001,0.31999999,640,7,0.2,5,1,102,2676984.5,1226675.8999999985
tn1500,CAD Siviriez,1676,Siviriez,,,,,,,2009,0.2,,12,800,5,,102,2557010.4982316946,1167617.4890294243
tn102,Fernwärmeversorgung Schneisingen,5425,Schneisingen,Josef Lehmann Holzbau AG,Josef Lehmann Holzbau AG,Zimmereiweg 1,0562664646,https://www.lehmann-schneisingen.ch/fernheizung/,holzbau@lehmann-schneisingen.ch,2014,1.22,,45,1.5,5,,103,2669919.6999999993,1263375.3000000007
tn104,Eichberg Seengen AG,5707,Seengen,Kurhotel Eichberg,Kurhotel Eichberg,Eichbergstrasse 38,0627679999,https://www.energia-legno.ch/uploads/tx_ttproducts/datasheet/202_BewaehrteFirmen_06.pdf,info@holzenergie.ch,2010,0.5,,,,5,,103,2657935.6000000015,1243413.8000000007
tn105,Nahwärmeverbund Seon Hallenbad,5703,Seon,Gemeinde Seon,Technische Betriebe Seon AG,Mühleweg 3,0627751035,https://www.tbseon.ch/index.php/produkte/fernwaerme/nahw%C3%A4rmeverbund-oberdorf,info@tbseon.ch,,,2100,,2,12,,103,2655103.8000000007,1244258.8000000007
tn505,CADéco Jonction,1211,Genève,Services Industriels de Genève,SIG,Ch. du Château-Bloch 2<br />1219 Le Lignon,0844800808,https://ww2.sig-ge.ch/sites/default/files/inline-files/pdf_energie_thermique.pdf,,2017,35,70000,,,10,2,102,2499445,1117335
